OIL9 菜油指数 日线 前复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    持仓量	    结算价
2020/04/07	6725	6796	6701	6728	318641	144184	0
2020/04/08	6721	6796	6712	6768	199829	145909	0
2020/04/09	6783	6880	6774	6873	239425	145776	0
2020/04/10	6842	6849	6789	6823	193977	141184	0
2020/04/13	6864	6944	6784	6787	169528	140556	0
2020/04/14	6833	6833	6707	6756	175657	141022	0
2020/04/15	6749	6787	6733	6743	129254	142208	0
2020/04/16	6749	6798	6665	6674	236321	142163	0
2020/04/17	6731	6778	6677	6744	200313	138367	0
2020/04/20	6734	6758	6697	6722	150732	139261	0
2020/04/21	6715	6730	6534	6564	217920	142297	0
2020/04/22	6602	6656	6546	6632	168008	138267	0
2020/04/23	6630	6704	6630	6690	153321	138727	0
2020/04/24	6675	6689	6633	6654	132560	137518	0
2020/04/27	6657	6680	6571	6659	180514	135918	0
2020/04/28	6639	6730	6639	6694	168350	129626	0
2020/04/29	6693	6727	6663	6692	83486	129458	0
2020/04/30	6714	6748	6668	6668	108555	126936	0
2020/05/06	6645	6679	6626	6657	100517	129554	0
2020/05/07	6634	6715	6625	6697	158896	135822	0
2020/05/08	6709	6744	6685	6707	146036	136735	0
2020/05/11	6715	6781	6704	6738	176474	138883	0
2020/05/12	6745	6756	6688	6706	166940	143115	0
2020/05/13	6720	6829	6707	6829	221329	146964	0
2020/05/14	6820	6828	6771	6824	225835	145405	0
2020/05/15	6821	6860	6811	6845	187893	146325	0
2020/05/18	6837	6918	6797	6907	261484	148147	0
2020/05/19	6922	6962	6845	6859	260063	149265	0
2020/05/20	6858	6895	6843	6863	166880	148774	0
2020/05/21	6867	6911	6842	6858	207711	152652	0
2020/05/22	6867	6886	6764	6784	267018	152650	0
2020/05/25	6793	6825	6768	6805	180381	150050	0
2020/05/26	6798	6820	6755	6768	211033	145266	0
2020/05/27	6770	6776	6724	6761	263012	148290	0
2020/05/28	6767	7027	6749	6969	583158	148737	0
2020/05/29	6965	6985	6901	6972	349898	139422	0
2020/06/01	6959	7039	6939	7020	233916	147139	0
2020/06/02	7002	7050	6969	6998	288788	159455	0
2020/06/03	7010	7081	7005	7055	294953	163205	0
2020/06/04	7057	7136	6989	7095	392352	172144	0
2020/06/05	7088	7101	7056	7082	207196	171867	0
2020/06/08	7085	7124	7024	7115	264319	174816	0
2020/06/09	7118	7173	7110	7171	353773	182005	0
2020/06/10	7145	7195	7135	7151	333514	185081	0
2020/06/11	7175	7227	7133	7227	377981	192584	0
2020/06/12	7208	7242	7154	7211	361101	191669	0
2020/06/15	7220	7358	7206	7286	467152	208427	0
2020/06/16	7301	7368	7272	7306	495359	208326	0
2020/06/17	7317	7350	7293	7350	428702	214193	0
2020/06/18	7341	7402	7331	7379	469400	223884	0
2020/06/19	7377	7454	7366	7440	476745	228546	0
2020/06/22	7445	7450	7375	7408	468914	224264	0
2020/06/23	7414	7449	7396	7413	380110	224188	0
2020/06/24	7416	7463	7344	7454	563356	228763	0
2020/06/29	7416	7438	7356	7367	345331	223824	0
2020/06/30	7380	7401	7335	7360	405284	220274	0
2020/07/01	7337	7426	7337	7405	247454	220681	0
2020/07/02	7393	7444	7387	7424	199968	220881	0
2020/07/03	7420	7480	7400	7459	256937	221844	0
2020/07/06	7456	7548	7430	7529	213707	226826	0
2020/07/07	7525	7566	7505	7536	209557	229409	0
2020/07/08	7540	7659	7524	7614	288502	236405	0
2020/07/09	7628	7695	7621	7664	232478	240081	0
2020/07/10	7659	7698	7605	7654	299360	239662	0
2020/07/13	7677	7842	7676	7765	395160	241682	0
2020/07/14	7750	7917	7746	7901	532275	254693	0
2020/07/15	7894	7945	7870	7914	400089	254992	0
2020/07/16	7920	7997	7860	7993	474034	264145	0
2020/07/17	7963	8312	7962	8276	960508	275272	0
2020/07/20	8275	8581	8256	8566	1053814	292306	0
2020/07/21	8562	8594	8455	8521	1159865	279873	0
2020/07/22	8533	8814	8401	8442	1642457	265395	0
2020/07/23	8470	8613	8334	8443	1559356	254356	0
2020/07/24	8454	8501	8249	8346	1334886	239609	0
2020/07/27	8365	8436	8270	8368	808849	235769	0
2020/07/28	8334	8562	8291	8338	1514700	226322	0
2020/07/29	8348	8440	8323	8398	932033	234035	0
2020/07/30	8407	8452	8325	8394	823940	239804	0
2020/07/31	8404	8524	8328	8464	795289	244103	0
2020/08/03	8472	8776	8472	8699	1030970	254069	0
2020/08/04	8697	8817	8670	8799	830105	259421	0
2020/08/05	8781	8826	8692	8746	831814	255228	0
2020/08/06	8745	8967	8728	8962	863621	266338	0
2020/08/07	8999	9082	8768	8855	1072824	236884	0
2020/08/10	8879	8879	8500	8563	1220137	231529	0
2020/08/11	8568	8693	8469	8596	947275	226545	0
2020/08/12	8556	8613	8468	8503	795819	225200	0
2020/08/13	8552	8701	8514	8617	746212	226903	0
2020/08/14	8615	8669	8549	8642	567751	222936	0
2020/08/17	8640	8813	8591	8749	691562	226181	0
2020/08/18	8737	8769	8650	8671	495298	227363	0
2020/08/19	8696	8763	8658	8739	523667	224975	0
2020/08/20	8740	8742	8556	8602	577089	213567	0
2020/08/21	8609	8663	8515	8615	531140	220477	0
2020/08/24	8582	8621	8536	8578	432557	223813	0
2020/08/25	8594	8607	8447	8451	510722	235995	0
2020/08/26	8452	8497	8337	8487	675877	237792	0
2020/08/27	8479	8513	8414	8452	504672	230900	0
2020/08/28	8466	8620	8429	8586	625083	220602	0
2020/08/31	8573	8660	8537	8637	486580	214510	0
2020/09/01	8639	8715	8592	8681	517468	219689	0
2020/09/02	8666	8690	8600	8676	393104	217695	0
2020/09/03	8664	8791	8629	8671	497901	217928	0
2020/09/04	8683	8689	8567	8652	551805	217478	0
2020/09/07	8648	8662	8554	8621	401396	216074	0
2020/09/08	8602	8716	8550	8669	530809	218401	0
2020/09/09	8612	8709	8545	8643	554931	215212	0
2020/09/10	8650	8668	8567	8610	485178	218005	0
2020/09/11	8600	8635	8495	8623	554854	224301	0
2020/09/14	8615	8808	8609	8766	626498	231768	0
2020/09/15	8757	8769	8704	8748	395750	226639	0
2020/09/16	8771	8819	8672	8742	648952	226170	0
2020/09/17	8747	8930	8731	8878	614047	242786	0
2020/09/18	8857	9133	8853	9063	885526	245417	0
2020/09/21	9050	9369	9027	9305	943043	267693	0
2020/09/22	9239	9276	9047	9159	1220085	264755	0
2020/09/23	9207	9303	8918	8945	1347620	234804	0
2020/09/24	8935	8965	8759	8842	952142	214853	0
2020/09/25	8796	8917	8780	8871	708705	217695	0
2020/09/28	8894	8960	8788	8821	685031	212756	0
2020/09/29	8851	8872	8772	8786	471771	198798	0
2020/09/30	8734	8749	8565	8696	576052	179888	0
2020/10/09	8848	8954	8812	8915	313503	180863	0
2020/10/12	8931	9086	8928	9060	436265	194190	0
2020/10/13	9041	9068	8945	9033	441259	199124	0
2020/10/14	9038	9041	8979	9025	372206	201808	0
2020/10/15	9019	9048	8938	8972	449953	200977	0
2020/10/16	8895	9127	8820	8959	726926	202298	0
2020/10/19	8975	8983	8763	8793	637835	203842	0
2020/10/20	8803	8886	8757	8877	451317	200744	0
2020/10/21	8860	8952	8835	8892	469057	197293	0
2020/10/22	8866	8984	8804	8981	576747	206547	0
2020/10/23	8961	9035	8904	8945	504259	206628	0
2020/11/02	9409	9473	9378	9405	295754	264630	0
数据来源:通达信
