300181 佐力药业 1分钟线 前复权
      日期	    时间	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2020/04/27	1320	5.62	5.62	5.62	5.62	0	0.00
2020/04/27	1321	5.61	5.61	5.60	5.60	111700	628272.00
2020/04/27	1322	5.60	5.60	5.60	5.60	1900	10678.00
2020/04/27	1323	5.59	5.60	5.59	5.60	15700	88232.00
2020/04/27	1324	5.60	5.61	5.60	5.61	7400	41594.00
2020/04/27	1325	5.61	5.61	5.60	5.61	19800	111464.00
2020/04/27	1326	5.61	5.61	5.61	5.61	0	0.00
2020/04/27	1327	5.61	5.61	5.60	5.60	41400	232672.00
2020/04/27	1328	5.61	5.61	5.60	5.61	2500	14056.00
2020/04/27	1329	5.61	5.62	5.61	5.62	18100	101922.00
2020/04/27	1330	5.62	5.62	5.62	5.62	4300	24252.00
2020/04/27	1331	5.62	5.62	5.60	5.60	2300	12966.00
2020/04/27	1332	5.60	5.60	5.60	5.60	0	0.00
2020/04/27	1333	5.61	5.61	5.61	5.61	11000	61930.00
2020/04/27	1334	5.60	5.60	5.59	5.59	22500	126456.00
2020/04/27	1335	5.59	5.59	5.59	5.59	5000	28050.00
2020/04/27	1336	5.60	5.60	5.60	5.60	29800	167476.00
2020/04/27	1337	5.60	5.62	5.60	5.62	34400	193470.00
2020/04/27	1338	5.61	5.61	5.61	5.61	1200	6756.00
2020/04/27	1339	5.61	5.61	5.61	5.61	5200	29276.00
2020/04/27	1340	5.61	5.61	5.61	5.61	7300	41100.00
2020/04/27	1341	5.61	5.61	5.61	5.61	10800	60804.00
2020/04/27	1342	5.61	5.62	5.61	5.62	10000	56330.00
2020/04/27	1343	5.62	5.62	5.61	5.61	68100	383484.00
2020/04/27	1344	5.62	5.62	5.61	5.61	7000	39418.00
2020/04/27	1345	5.61	5.61	5.61	5.61	3000	16890.00
2020/04/27	1346	5.61	5.61	5.61	5.61	10700	60240.00
2020/04/27	1347	5.61	5.61	5.61	5.61	1000	5630.00
2020/04/27	1348	5.62	5.62	5.62	5.62	17800	100392.00
2020/04/27	1349	5.62	5.62	5.62	5.62	7100	40044.00
2020/04/27	1350	5.62	5.62	5.62	5.62	2100	11844.00
2020/04/27	1351	5.61	5.61	5.61	5.61	16800	94584.00
2020/04/27	1352	5.60	5.61	5.60	5.61	11300	63590.00
2020/04/27	1353	5.61	5.61	5.60	5.60	14000	78790.00
2020/04/27	1354	5.62	5.62	5.60	5.62	45500	256500.00
2020/04/27	1355	5.61	5.61	5.61	5.61	2300	12948.00
2020/04/27	1356	5.61	5.62	5.61	5.62	7600	42790.00
2020/04/27	1357	5.61	5.61	5.61	5.61	18200	102466.00
2020/04/27	1358	5.61	5.61	5.61	5.61	4900	27588.00
2020/04/27	1359	5.62	5.62	5.61	5.62	10100	56958.00
2020/04/27	1400	5.61	5.61	5.60	5.60	66900	376638.00
2020/04/27	1401	5.60	5.60	5.60	5.60	15800	88802.00
2020/04/27	1402	5.60	5.60	5.60	5.60	700	3934.00
2020/04/27	1403	5.60	5.60	5.60	5.60	21500	120830.00
2020/04/27	1404	5.61	5.61	5.60	5.60	59700	335584.00
2020/04/27	1405	5.59	5.59	5.59	5.59	10700	60100.00
2020/04/27	1406	5.59	5.59	5.58	5.59	93800	526246.00
2020/04/27	1407	5.59	5.59	5.58	5.58	24600	137836.00
2020/04/27	1408	5.58	5.59	5.57	5.58	102500	573936.00
2020/04/27	1409	5.58	5.58	5.57	5.57	8900	49818.00
2020/04/27	1410	5.57	5.58	5.57	5.58	63000	352232.00
2020/04/27	1411	5.58	5.58	5.57	5.57	4000	22380.00
2020/04/27	1412	5.57	5.57	5.57	5.57	41100	229750.00
2020/04/27	1413	5.56	5.56	5.56	5.56	47300	263964.00
2020/04/27	1414	5.57	5.57	5.56	5.57	12100	67608.00
2020/04/27	1415	5.57	5.57	5.56	5.57	10800	60322.00
2020/04/27	1416	5.56	5.57	5.56	5.57	6700	37422.00
2020/04/27	1417	5.57	5.57	5.57	5.57	4400	24596.00
2020/04/27	1418	5.57	5.57	5.57	5.57	20500	114594.00
2020/04/27	1419	5.57	5.57	5.56	5.57	72600	405436.00
2020/04/27	1420	5.57	5.57	5.56	5.57	17900	100060.00
2020/04/27	1421	5.57	5.57	5.57	5.57	2000	11180.00
2020/04/27	1422	5.58	5.58	5.58	5.58	10600	59360.00
2020/04/27	1423	5.58	5.59	5.58	5.59	26100	146274.00
2020/04/27	1424	5.60	5.60	5.59	5.60	21900	123038.00
2020/04/27	1425	5.59	5.60	5.59	5.60	22000	123432.00
2020/04/27	1426	5.58	5.59	5.58	5.59	29500	165294.00
2020/04/27	1427	5.58	5.58	5.58	5.58	800	4480.00
2020/04/27	1428	5.58	5.59	5.58	5.59	25600	143552.00
2020/04/27	1429	5.59	5.59	5.59	5.59	5800	32538.00
2020/04/27	1430	5.59	5.59	5.59	5.59	2800	15708.00
2020/04/27	1431	5.59	5.59	5.58	5.58	39000	218738.00
2020/04/27	1432	5.58	5.58	5.58	5.58	24800	138880.00
2020/04/27	1433	5.58	5.59	5.58	5.58	9500	53202.00
2020/04/27	1434	5.58	5.58	5.58	5.58	16500	92400.00
2020/04/27	1435	5.58	5.59	5.58	5.59	27500	154216.00
2020/04/27	1436	5.58	5.59	5.58	5.58	17400	97558.00
2020/04/27	1437	5.58	5.59	5.58	5.59	37700	211436.00
2020/04/27	1438	5.59	5.59	5.59	5.59	0	0.00
2020/04/27	1439	5.58	5.58	5.58	5.58	25000	140000.00
2020/04/27	1440	5.58	5.58	5.58	5.58	12400	69440.00
2020/04/27	1441	5.58	5.58	5.57	5.57	28300	158440.00
2020/04/27	1442	5.57	5.57	5.57	5.57	20100	112360.00
2020/04/27	1443	5.57	5.57	5.57	5.57	22700	126892.00
2020/04/27	1444	5.57	5.57	5.57	5.57	9100	50870.00
2020/04/27	1445	5.57	5.58	5.56	5.56	214100	1195124.00
2020/04/27	1446	5.56	5.56	5.55	5.55	35700	198930.00
2020/04/27	1447	5.55	5.56	5.55	5.56	67000	373468.00
2020/04/27	1448	5.56	5.56	5.55	5.56	44700	249194.00
2020/04/27	1449	5.55	5.56	5.55	5.56	25700	143316.00
2020/04/27	1450	5.56	5.57	5.56	5.57	8100	45248.00
2020/04/27	1451	5.56	5.56	5.55	5.55	119300	665642.00
2020/04/27	1452	5.55	5.56	5.55	5.56	19800	110310.00
2020/04/27	1453	5.56	5.56	5.55	5.56	39300	219218.00
2020/04/27	1454	5.56	5.57	5.56	5.56	26700	148994.00
2020/04/27	1455	5.56	5.56	5.55	5.55	30100	167844.00
2020/04/27	1456	5.55	5.56	5.55	5.56	100100	557968.00
2020/04/27	1457	5.56	5.57	5.55	5.55	299800	1670752.00
2020/04/27	1458	5.55	5.55	5.55	5.55	0	0.00
2020/04/27	1459	5.55	5.55	5.55	5.55	0	0.00
2020/04/27	1500	5.56	5.56	5.56	5.56	48300	269516.00
2020/04/28	0931	5.56	5.62	5.56	5.58	121600	679841.00
2020/04/28	0932	5.57	5.57	5.53	5.53	47400	263690.00
2020/04/28	0933	5.53	5.53	5.52	5.52	56300	312325.00
2020/04/28	0934	5.52	5.54	5.52	5.54	73500	408169.00
2020/04/28	0935	5.55	5.56	5.54	5.56	61100	340809.00
2020/04/28	0936	5.56	5.59	5.56	5.58	25500	142539.00
2020/04/28	0937	5.58	5.59	5.57	5.58	55300	309945.00
2020/04/28	0938	5.58	5.58	5.57	5.57	33700	188716.00
2020/04/28	0939	5.58	5.58	5.54	5.54	128700	718424.00
2020/04/28	0940	5.54	5.55	5.53	5.54	29300	162819.00
2020/04/28	0941	5.54	5.55	5.54	5.55	3400	18909.00
2020/04/28	0942	5.55	5.55	5.53	5.53	70800	393693.00
2020/04/28	0943	5.53	5.54	5.53	5.53	43800	243173.00
2020/04/28	0944	5.53	5.53	5.51	5.51	73700	408632.00
2020/04/28	0945	5.51	5.51	5.50	5.50	106800	589745.00
2020/04/28	0946	5.50	5.50	5.48	5.48	169500	932864.00
2020/04/28	0947	5.47	5.47	5.46	5.47	217700	1193942.00
2020/04/28	0948	5.46	5.47	5.46	5.46	113100	619863.00
2020/04/28	0949	5.46	5.46	5.44	5.44	151000	826576.00
2020/04/28	0950	5.44	5.44	5.42	5.43	97900	533863.00
2020/04/28	0951	5.43	5.43	5.42	5.42	56400	306962.00
2020/04/28	0952	5.43	5.43	5.42	5.43	85700	466797.00
2020/04/28	0953	5.44	5.45	5.44	5.45	76900	420029.00
2020/04/28	0954	5.45	5.45	5.41	5.41	182500	994352.00
2020/04/28	0955	5.41	5.41	5.36	5.37	413300	2232822.00
2020/04/28	0956	5.36	5.36	5.31	5.33	251000	1344278.00
2020/04/28	0957	5.33	5.33	5.31	5.31	181600	969443.00
2020/04/28	0958	5.31	5.31	5.29	5.29	280600	1492544.00
2020/04/28	0959	5.30	5.30	5.26	5.28	313600	1662584.00
2020/04/28	1000	5.27	5.28	5.26	5.27	200200	1059268.00
2020/04/28	1001	5.26	5.28	5.23	5.27	258800	1365928.00
2020/04/28	1002	5.27	5.28	5.26	5.28	147700	781640.00
2020/04/28	1003	5.28	5.31	5.28	5.31	127300	677112.00
2020/04/28	1004	5.31	5.35	5.31	5.34	53900	288808.00
2020/04/28	1005	5.34	5.35	5.31	5.32	170900	913056.00
2020/04/28	1006	5.32	5.34	5.31	5.34	57300	306360.00
2020/04/28	1007	5.33	5.34	5.31	5.31	62700	335564.00
2020/04/28	1008	5.31	5.32	5.31	5.32	32900	175532.00
2020/04/28	1009	5.32	5.36	5.32	5.36	112100	599880.00
2020/04/28	1010	5.37	5.40	5.37	5.40	60600	326726.00
2020/04/28	1011	5.41	5.41	5.36	5.37	71000	383414.00
2020/04/28	1012	5.36	5.37	5.35	5.37	94100	506862.00
2020/04/28	1013	5.37	5.38	5.37	5.37	24700	133134.00
2020/04/28	1014	5.37	5.38	5.36	5.37	50100	270068.00
2020/04/28	1015	5.37	5.38	5.36	5.36	21500	115872.00
2020/04/28	1016	5.37	5.38	5.36	5.38	20200	108864.00
2020/04/28	1017	5.38	5.38	5.38	5.38	18800	101448.00
2020/04/28	1018	5.39	5.39	5.39	5.39	24100	130378.00
2020/04/28	1019	5.39	5.41	5.39	5.41	69900	379196.00
2020/04/28	1020	5.41	5.43	5.41	5.41	35400	192542.00
2020/04/28	1021	5.41	5.42	5.41	5.42	16400	89174.00
2020/04/28	1022	5.42	5.42	5.41	5.41	60100	326396.00
2020/04/28	1023	5.41	5.41	5.40	5.41	88100	478298.00
2020/04/28	1024	5.40	5.40	5.39	5.39	19100	103478.00
2020/04/28	1025	5.39	5.39	5.39	5.39	9300	50314.00
2020/04/28	1026	5.40	5.40	5.39	5.40	9900	53588.00
2020/04/28	1027	5.40	5.40	5.39	5.40	19800	107198.00
2020/04/28	1028	5.40	5.40	5.39	5.40	8800	47640.00
2020/04/28	1029	5.39	5.39	5.38	5.38	27300	147488.00
2020/04/28	1030	5.39	5.39	5.38	5.38	4700	25402.00
2020/04/28	1031	5.38	5.39	5.38	5.38	25000	135000.00
2020/04/28	1032	5.39	5.39	5.38	5.39	8800	47588.00
2020/04/28	1033	5.39	5.40	5.37	5.37	129300	698570.00
2020/04/28	1034	5.39	5.39	5.38	5.39	32200	173980.00
2020/04/28	1035	5.39	5.40	5.39	5.40	23400	126724.00
2020/04/28	1036	5.40	5.42	5.40	5.42	18100	98258.00
2020/04/28	1037	5.43	5.43	5.43	5.43	37700	205244.00
2020/04/28	1038	5.43	5.43	5.42	5.42	42300	230526.00
2020/04/28	1039	5.43	5.43	5.43	5.43	20600	112268.00
2020/04/28	1040	5.43	5.44	5.43	5.43	22300	121590.00
2020/04/28	1041	5.43	5.45	5.43	5.45	24200	132090.00
2020/04/28	1042	5.45	5.45	5.44	5.44	4600	25116.00
2020/04/28	1043	5.45	5.46	5.45	5.45	52400	286398.00
2020/04/28	1044	5.45	5.45	5.44	5.44	4800	26250.00
2020/04/28	1045	5.44	5.45	5.44	5.45	16300	89008.00
2020/04/28	1046	5.44	5.44	5.43	5.43	35300	192586.00
2020/04/28	1047	5.43	5.43	5.42	5.42	44300	241414.00
2020/04/28	1048	5.42	5.42	5.42	5.42	8000	43682.00
2020/04/28	1049	5.42	5.42	5.42	5.42	200	1088.00
2020/04/28	1050	5.42	5.42	5.42	5.42	8200	44446.00
2020/04/28	1051	5.42	5.42	5.42	5.42	500	2720.00
2020/04/28	1052	5.42	5.42	5.42	5.42	12900	70176.00
2020/04/28	1053	5.42	5.43	5.42	5.42	9100	49548.00
2020/04/28	1054	5.43	5.43	5.42	5.42	2100	11438.00
2020/04/28	1055	5.43	5.43	5.43	5.43	8700	47416.00
2020/04/28	1056	5.42	5.43	5.42	5.42	1500	8162.00
2020/04/28	1057	5.43	5.43	5.43	5.43	1000	5450.00
2020/04/28	1058	5.43	5.43	5.43	5.43	1000	5450.00
2020/04/28	1059	5.42	5.43	5.42	5.43	2500	13622.00
2020/04/28	1100	5.43	5.43	5.42	5.43	38300	208476.00
2020/04/28	1101	5.42	5.43	5.42	5.42	20800	113160.00
2020/04/28	1102	5.43	5.44	5.43	5.44	41600	226880.00
2020/04/28	1103	5.43	5.44	5.43	5.44	3600	19640.00
2020/04/28	1104	5.43	5.43	5.43	5.43	5200	28340.00
2020/04/28	1105	5.43	5.44	5.43	5.44	18800	102572.00
2020/04/28	1106	5.44	5.44	5.44	5.44	4800	26196.00
2020/04/28	1107	5.42	5.42	5.42	5.42	5000	27200.00
2020/04/28	1108	5.43	5.43	5.43	5.43	2500	13624.00
2020/04/28	1109	5.43	5.43	5.42	5.43	3600	19612.00
2020/04/28	1110	5.43	5.43	5.43	5.43	1000	5448.00
2020/04/28	1111	5.42	5.43	5.42	5.42	1900	10344.00
2020/04/28	1112	5.42	5.42	5.42	5.42	2000	10880.00
2020/04/28	1113	5.42	5.43	5.42	5.43	19100	104084.00
2020/04/28	1114	5.43	5.43	5.43	5.43	4400	23980.00
2020/04/28	1115	5.44	5.44	5.43	5.44	24700	134820.00
2020/04/28	1116	5.44	5.44	5.43	5.43	3600	19620.00
2020/04/28	1117	5.43	5.43	5.43	5.43	22800	124260.00
2020/04/28	1118	5.44	5.45	5.44	5.45	29200	159640.00
2020/04/28	1119	5.45	5.45	5.45	5.45	11200	61264.00
2020/04/28	1120	5.45	5.45	5.44	5.44	600	3280.00
2020/04/28	1121	5.43	5.46	5.42	5.42	42300	231460.00
2020/04/28	1122	5.44	5.46	5.44	5.46	1700	9300.00
2020/04/28	1123	5.46	5.46	5.46	5.46	2300	12588.00
2020/04/28	1124	5.46	5.46	5.46	5.46	5800	31784.00
2020/04/28	1125	5.46	5.46	5.45	5.46	19300	105664.00
2020/04/28	1126	5.46	5.46	5.46	5.46	1000	5480.00
2020/04/28	1127	5.45	5.45	5.45	5.45	5000	27348.00
2020/04/28	1128	5.45	5.46	5.45	5.46	4500	24636.00
2020/04/28	1129	5.46	5.47	5.45	5.47	42200	231332.00
2020/04/28	1130	5.47	5.48	5.47	5.48	35800	196544.00
2020/04/28	1301	5.45	5.48	5.43	5.43	47600	260488.00
2020/04/28	1302	5.48	5.48	5.48	5.48	200	1100.00
2020/04/28	1303	5.47	5.47	5.47	5.47	2000	10980.00
2020/04/28	1304	5.47	5.47	5.46	5.46	2700	14804.00
2020/04/28	1305	5.46	5.46	5.45	5.45	3600	19700.00
2020/04/28	1306	5.45	5.45	5.45	5.45	200	1096.00
2020/04/28	1307	5.43	5.43	5.43	5.43	5500	29972.00
2020/04/28	1308	5.45	5.45	5.44	5.44	4500	24592.00
2020/04/28	1309	5.43	5.43	5.43	5.43	35800	195108.00
2020/04/28	1310	5.42	5.43	5.41	5.41	60600	329624.00
2020/04/28	1311	5.43	5.43	5.42	5.42	10900	59384.00
2020/04/28	1312	5.43	5.43	5.43	5.43	9700	52864.00
2020/04/28	1313	5.43	5.43	5.43	5.43	5000	27252.00
2020/04/28	1314	5.44	5.44	5.44	5.44	9200	50232.00
2020/04/28	1315	5.43	5.43	5.43	5.43	100	544.00
2020/04/28	1316	5.44	5.45	5.43	5.43	6500	35436.00
2020/04/28	1317	5.44	5.44	5.44	5.44	4300	23480.00
2020/04/28	1318	5.45	5.45	5.44	5.44	4000	21856.00
2020/04/28	1319	5.44	5.44	5.43	5.43	3800	20744.00
2020/04/28	1320	5.44	5.44	5.43	5.44	12200	66584.00
2020/04/28	1321	5.43	5.44	5.43	5.43	22400	122200.00
2020/04/28	1322	5.43	5.44	5.43	5.44	11700	63844.00
2020/04/28	1323	5.44	5.45	5.44	5.45	8000	43712.00
2020/04/28	1324	5.44	5.45	5.44	5.44	10100	55164.00
2020/04/28	1325	5.44	5.45	5.44	5.44	15200	83032.00
2020/04/28	1326	5.44	5.44	5.43	5.44	4600	25116.00
2020/04/28	1327	5.44	5.44	5.44	5.44	5300	28940.00
2020/04/28	1328	5.44	5.44	5.43	5.43	42800	233280.00
2020/04/28	1329	5.42	5.42	5.42	5.42	32600	177344.00
2020/04/28	1330	5.42	5.42	5.41	5.41	17100	92912.00
2020/04/28	1331	5.41	5.41	5.41	5.41	32300	175388.00
2020/04/28	1332	5.41	5.42	5.41	5.41	12800	69508.00
2020/04/28	1333	5.41	5.41	5.40	5.40	31100	168720.00
2020/04/28	1334	5.40	5.40	5.39	5.39	26400	142924.00
2020/04/28	1335	5.39	5.40	5.38	5.38	71700	387444.00
2020/04/28	1336	5.38	5.39	5.38	5.39	42700	230592.00
2020/04/28	1337	5.39	5.39	5.38	5.38	8800	47560.00
2020/04/28	1338	5.38	5.39	5.38	5.39	26500	143236.00
2020/04/28	1339	5.38	5.39	5.37	5.38	52100	281308.00
2020/04/28	1340	5.38	5.38	5.37	5.37	7300	39356.00
2020/04/28	1341	5.37	5.38	5.37	5.38	10000	53868.00
2020/04/28	1342	5.38	5.38	5.37	5.38	13100	70740.00
2020/04/28	1343	5.38	5.39	5.37	5.37	7100	38360.00
2020/04/28	1344	5.37	5.38	5.37	5.37	26600	143488.00
2020/04/28	1345	5.38	5.39	5.38	5.38	2500	13344.00
2020/04/28	1346	5.38	5.38	5.37	5.37	66400	358080.00
2020/04/28	1347	5.37	5.38	5.37	5.38	20700	111708.00
2020/04/28	1348	5.38	5.39	5.37	5.38	20900	112868.00
2020/04/28	1349	5.37	5.38	5.37	5.38	1900	10256.00
